Region,Country,State,City,Month,Day,Year,AvgTemperature
Europe,Portugal,,Lisbon,10,17,2001,65.8
Europe,Portugal,,Lisbon,10,18,2001,64.5
Europe,Portugal,,Lisbon,10,19,2001,62.1
Europe,Portugal,,Lisbon,10,20,2001,62.8
Europe,Portugal,,Lisbon,10,21,2001,64.1
Europe,Portugal,,Lisbon,10,22,2001,64.9
Europe,Portugal,,Lisbon,10,23,2001,60.5
Europe,Portugal,,Lisbon,10,24,2001,61.2
Europe,Portugal,,Lisbon,10,25,2001,63.1
Europe,Portugal,,Lisbon,10,26,2001,63.6
Europe,Portugal,,Lisbon,10,27,2001,63.1
Europe,Portugal,,Lisbon,10,28,2001,65.4
Europe,Portugal,,Lisbon,10,29,2001,65.6
Europe,Portugal,,Lisbon,10,30,2001,67.9
Europe,Portugal,,Lisbon,10,31,2001,71.8
Europe,Portugal,,Lisbon,11,1,2001,68.5
Europe,Portugal,,Lisbon,11,2,2001,63.6
Europe,Portugal,,Lisbon,11,3,2001,62.2
Europe,Portugal,,Lisbon,11,4,2001,61.4
Europe,Portugal,,Lisbon,11,5,2001,62.7
Europe,Portugal,,Lisbon,11,6,2001,59.6
Europe,Portugal,,Lisbon,11,7,2001,62.8
Europe,Portugal,,Lisbon,11,8,2001,62.5
Europe,Portugal,,Lisbon,11,9,2001,55.5
Europe,Portugal,,Lisbon,11,10,2001,50.0
Europe,Portugal,,Lisbon,11,11,2001,47.6
Europe,Portugal,,Lisbon,11,12,2001,51.7
Europe,Portugal,,Lisbon,11,13,2001,56.9
Europe,Portugal,,Lisbon,11,14,2001,55.8
Europe,Portugal,,Lisbon,11,15,2001,49.5
Europe,Portugal,,Lisbon,11,16,2001,48.6
Europe,Portugal,,Lisbon,11,17,2001,49.2
Europe,Portugal,,Lisbon,11,18,2001,48.7
Europe,Portugal,,Lisbon,11,19,2001,51.0
Europe,Portugal,,Lisbon,11,20,2001,51.2
Europe,Portugal,,Lisbon,11,21,2001,52.2
Europe,Portugal,,Lisbon,11,22,2001,54.7
Europe,Portugal,,Lisbon,11,23,2001,55.9
Europe,Portugal,,Lisbon,11,24,2001,55.4
Europe,Portugal,,Lisbon,11,25,2001,53.0
Europe,Portugal,,Lisbon,11,26,2001,55.3
Europe,Portugal,,Lisbon,11,27,2001,54.0
Europe,Portugal,,Lisbon,11,28,2001,53.3
Europe,Portugal,,Lisbon,11,29,2001,52.2
Europe,Portugal,,Lisbon,11,30,2001,52.5
Europe,Portugal,,Lisbon,12,1,2001,55.4
Europe,Portugal,,Lisbon,12,2,2001,51.2
Europe,Portugal,,Lisbon,12,3,2001,47.4
Europe,Portugal,,Lisbon,12,4,2001,46.8
Europe,Portugal,,Lisbon,12,5,2001,53.3
Europe,Portugal,,Lisbon,12,6,2001,52.0
Europe,Portugal,,Lisbon,12,7,2001,50.7
Europe,Portugal,,Lisbon,12,8,2001,50.8
Europe,Portugal,,Lisbon,12,9,2001,54.0
Europe,Portugal,,Lisbon,12,10,2001,51.6
Europe,Portugal,,Lisbon,12,11,2001,51.4
Europe,Portugal,,Lisbon,12,12,2001,54.4
Europe,Portugal,,Lisbon,12,13,2001,52.7
Europe,Portugal,,Lisbon,12,14,2001,54.9
Europe,Portugal,,Lisbon,12,15,2001,49.1
Europe,Portugal,,Lisbon,12,16,2001,44.8
Europe,Portugal,,Lisbon,12,17,2001,46.1
Europe,Portugal,,Lisbon,12,18,2001,50.2
Europe,Portugal,,Lisbon,12,19,2001,49.0
Europe,Portugal,,Lisbon,12,20,2001,48.4
Europe,Portugal,,Lisbon,12,21,2001,50.0
Europe,Portugal,,Lisbon,12,22,2001,51.8
Europe,Portugal,,Lisbon,12,23,2001,48.3
Europe,Portugal,,Lisbon,12,24,2001,43.5
Europe,Portugal,,Lisbon,12,25,2001,44.9
Europe,Portugal,,Lisbon,12,26,2001,47.8
Europe,Portugal,,Lisbon,12,27,2001,46.4
Europe,Portugal,,Lisbon,12,28,2001,44.4
Europe,Portugal,,Lisbon,12,29,2001,44.2
Europe,Portugal,,Lisbon,12,30,2001,52.2
Europe,Portugal,,Lisbon,12,31,2001,56.4
Europe,Portugal,,Lisbon,1,1,2002,56.7
Europe,Portugal,,Lisbon,1,2,2002,59.3
Europe,Portugal,,Lisbon,1,3,2002,55.0
Europe,Portugal,,Lisbon,1,4,2002,47.5
Europe,Portugal,,Lisbon,1,5,2002,52.6
Europe,Portugal,,Lisbon,1,6,2002,52.3
Europe,Portugal,,Lisbon,1,7,2002,49.9
Europe,Portugal,,Lisbon,1,8,2002,49.2
Europe,Portugal,,Lisbon,1,9,2002,50.5
Europe,Portugal,,Lisbon,1,10,2002,50.2
Europe,Portugal,,Lisbon,1,11,2002,50.1
Europe,Portugal,,Lisbon,1,12,2002,53.8
Europe,Portugal,,Lisbon,1,13,2002,56.4
Europe,Portugal,,Lisbon,1,14,2002,52.9
Europe,Portugal,,Lisbon,1,15,2002,54.4
Europe,Portugal,,Lisbon,1,16,2002,51.6
Europe,Portugal,,Lisbon,1,17,2002,51.0
Europe,Portugal,,Lisbon,1,18,2002,54.6
Europe,Portugal,,Lisbon,1,19,2002,52.3
Europe,Portugal,,Lisbon,1,20,2002,53.7
Europe,Portugal,,Lisbon,1,21,2002,52.2
Europe,Portugal,,Lisbon,1,22,2002,53.2
Europe,Portugal,,Lisbon,1,23,2002,58.5
Europe,Portugal,,Lisbon,1,24,2002,55.0
Europe,Portugal,,Lisbon,1,25,2002,56.2
Europe,Portugal,,Lisbon,1,26,2002,60.4
Europe,Portugal,,Lisbon,1,27,2002,59.3
Europe,Portugal,,Lisbon,1,28,2002,56.3
Europe,Portugal,,Lisbon,1,29,2002,54.6
Europe,Portugal,,Lisbon,1,30,2002,54.9
Europe,Portugal,,Lisbon,1,31,2002,53.2
Europe,Portugal,,Lisbon,2,1,2002,50.6
Europe,Portugal,,Lisbon,2,2,2002,55.6
Europe,Portugal,,Lisbon,2,3,2002,58.2
Europe,Portugal,,Lisbon,2,4,2002,57.3
Europe,Portugal,,Lisbon,2,5,2002,59.8
Europe,Portugal,,Lisbon,2,6,2002,54.8
Europe,Portugal,,Lisbon,2,7,2002,57.9
Europe,Portugal,,Lisbon,2,8,2002,54.9
Europe,Portugal,,Lisbon,2,9,2002,56.1
Europe,Portugal,,Lisbon,2,10,2002,54.8
Europe,Portugal,,Lisbon,2,11,2002,54.4
Europe,Portugal,,Lisbon,2,12,2002,58.2
Europe,Portugal,,Lisbon,2,13,2002,57.8
Europe,Portugal,,Lisbon,2,14,2002,55.2
Europe,Portugal,,Lisbon,2,15,2002,52.9
Europe,Portugal,,Lisbon,2,16,2002,53.0
Europe,Portugal,,Lisbon,2,17,2002,53.1
Europe,Portugal,,Lisbon,2,18,2002,52.7
Europe,Portugal,,Lisbon,2,19,2002,53.9
Europe,Portugal,,Lisbon,2,20,2002,52.8
Europe,Portugal,,Lisbon,2,21,2002,56.8
Europe,Portugal,,Lisbon,2,22,2002,56.7
Europe,Portugal,,Lisbon,2,23,2002,55.6
Europe,Portugal,,Lisbon,2,24,2002,55.3
Europe,Portugal,,Lisbon,2,25,2002,54.9
Europe,Portugal,,Lisbon,2,26,2002,55.5
Europe,Portugal,,Lisbon,2,27,2002,58.0
Europe,Portugal,,Lisbon,2,28,2002,54.2
Europe,Portugal,,Lisbon,3,1,2002,50.2
Europe,Portugal,,Lisbon,3,2,2002,47.7
Europe,Portugal,,Lisbon,3,3,2002,47.4
Europe,Portugal,,Lisbon,3,4,2002,50.2
Europe,Portugal,,Lisbon,3,5,2002,50.1
Europe,Portugal,,Lisbon,3,6,2002,53.3
Europe,Portugal,,Lisbon,3,7,2002,57.6
Europe,Portugal,,Lisbon,3,8,2002,58.7
Europe,Portugal,,Lisbon,3,9,2002,56.1
Europe,Portugal,,Lisbon,3,10,2002,54.5
Europe,Portugal,,Lisbon,3,11,2002,57.1
Europe,Portugal,,Lisbon,3,12,2002,55.2
Europe,Portugal,,Lisbon,3,13,2002,52.6
Europe,Portugal,,Lisbon,3,14,2002,55.3
Europe,Portugal,,Lisbon,3,15,2002,55.0
Europe,Portugal,,Lisbon,3,16,2002,52.6
Europe,Portugal,,Lisbon,3,17,2002,56.4
Europe,Portugal,,Lisbon,3,18,2002,58.9
Europe,Portugal,,Lisbon,3,19,2002,60.1
Europe,Portugal,,Lisbon,3,20,2002,61.5
Europe,Portugal,,Lisbon,3,21,2002,65.7
Europe,Portugal,,Lisbon,3,22,2002,68.5
Europe,Portugal,,Lisbon,3,23,2002,69.6
Europe,Portugal,,Lisbon,3,24,2002,68.8
Europe,Portugal,,Lisbon,3,25,2002,64.6
Europe,Portugal,,Lisbon,3,26,2002,61.3
Europe,Portugal,,Lisbon,3,27,2002,65.3
Europe,Portugal,,Lisbon,3,28,2002,60.8
Europe,Portugal,,Lisbon,3,29,2002,59.3
Europe,Portugal,,Lisbon,3,30,2002,61.1
Europe,Portugal,,Lisbon,3,31,2002,64.5
Europe,Portugal,,Lisbon,4,1,2002,59.8
Europe,Portugal,,Lisbon,4,2,2002,56.7
Europe,Portugal,,Lisbon,4,3,2002,53.2
Europe,Portugal,,Lisbon,4,4,2002,52.7
Europe,Portugal,,Lisbon,4,5,2002,56.7
Europe,Portugal,,Lisbon,4,6,2002,51.0
Europe,Portugal,,Lisbon,4,7,2002,50.3
Europe,Portugal,,Lisbon,4,8,2002,55.2
Europe,Portugal,,Lisbon,4,9,2002,57.7
Europe,Portugal,,Lisbon,4,10,2002,59.1
Europe,Portugal,,Lisbon,4,11,2002,54.9
Europe,Portugal,,Lisbon,4,12,2002,56.1
Europe,Portugal,,Lisbon,4,13,2002,56.5
Europe,Portugal,,Lisbon,4,14,2002,57.2
Europe,Portugal,,Lisbon,4,15,2002,57.0
Europe,Portugal,,Lisbon,4,16,2002,56.8
Europe,Portugal,,Lisbon,4,17,2002,56.8
Europe,Portugal,,Lisbon,4,18,2002,58.9
Europe,Portugal,,Lisbon,4,19,2002,58.9
Europe,Portugal,,Lisbon,4,20,2002,63.9
Europe,Portugal,,Lisbon,4,21,2002,70.5
Europe,Portugal,,Lisbon,4,22,2002,70.7
Europe,Portugal,,Lisbon,4,23,2002,69.3
Europe,Portugal,,Lisbon,4,24,2002,72.4
Europe,Portugal,,Lisbon,4,25,2002,65.0
Europe,Portugal,,Lisbon,4,26,2002,62.7
Europe,Portugal,,Lisbon,4,27,2002,62.0
Europe,Portugal,,Lisbon,4,28,2002,59.5
Europe,Portugal,,Lisbon,4,29,2002,60.1
Europe,Portugal,,Lisbon,4,30,2002,60.7
Europe,Portugal,,Lisbon,5,1,2002,58.5
Europe,Portugal,,Lisbon,5,2,2002,57.1
Europe,Portugal,,Lisbon,5,3,2002,57.7
Europe,Portugal,,Lisbon,5,4,2002,60.3
Europe,Portugal,,Lisbon,5,5,2002,61.3
Europe,Portugal,,Lisbon,5,6,2002,60.5
Europe,Portugal,,Lisbon,5,7,2002,58.0
Europe,Portugal,,Lisbon,5,8,2002,56.7
Europe,Portugal,,Lisbon,5,9,2002,60.0
Europe,Portugal,,Lisbon,5,10,2002,59.2
Europe,Portugal,,Lisbon,5,11,2002,58.1
Europe,Portugal,,Lisbon,5,12,2002,57.9
Europe,Portugal,,Lisbon,5,13,2002,62.6
Europe,Portugal,,Lisbon,5,14,2002,67.5
Europe,Portugal,,Lisbon,5,15,2002,69.8
Europe,Portugal,,Lisbon,5,16,2002,66.1
Europe,Portugal,,Lisbon,5,17,2002,62.5
Europe,Portugal,,Lisbon,5,18,2002,62.7
Europe,Portugal,,Lisbon,5,19,2002,67.8
Europe,Portugal,,Lisbon,5,20,2002,64.0
Europe,Portugal,,Lisbon,5,21,2002,61.1
Europe,Portugal,,Lisbon,5,22,2002,60.8
Europe,Portugal,,Lisbon,5,23,2002,61.0
Europe,Portugal,,Lisbon,5,24,2002,63.3
Europe,Portugal,,Lisbon,5,25,2002,62.7
Europe,Portugal,,Lisbon,5,26,2002,61.0
Europe,Portugal,,Lisbon,5,27,2002,61.3
Europe,Portugal,,Lisbon,5,28,2002,63.3
Europe,Portugal,,Lisbon,5,29,2002,63.3
Europe,Portugal,,Lisbon,5,30,2002,66.3
Europe,Portugal,,Lisbon,5,31,2002,68.9
Europe,Portugal,,Lisbon,6,1,2002,68.0
Europe,Portugal,,Lisbon,6,2,2002,64.3
Europe,Portugal,,Lisbon,6,3,2002,63.5
Europe,Portugal,,Lisbon,6,4,2002,61.1
Europe,Portugal,,Lisbon,6,5,2002,61.1
Europe,Portugal,,Lisbon,6,6,2002,61.1
Europe,Portugal,,Lisbon,6,7,2002,62.4
Europe,Portugal,,Lisbon,6,8,2002,61.3
Europe,Portugal,,Lisbon,6,9,2002,63.9
Europe,Portugal,,Lisbon,6,10,2002,67.3
Europe,Portugal,,Lisbon,6,11,2002,72.2
Europe,Portugal,,Lisbon,6,12,2002,70.5
Europe,Portugal,,Lisbon,6,13,2002,71.1
Europe,Portugal,,Lisbon,6,14,2002,70.0
Europe,Portugal,,Lisbon,6,15,2002,70.0
Europe,Portugal,,Lisbon,6,16,2002,75.2
Europe,Portugal,,Lisbon,6,17,2002,73.6
Europe,Portugal,,Lisbon,6,22,2002,69.6
Europe,Portugal,,Lisbon,6,23,2002,67.8
Europe,Portugal,,Lisbon,6,24,2002,67.2
Europe,Portugal,,Lisbon,6,25,2002,71.5
Europe,Portugal,,Lisbon,6,26,2002,68.2
Europe,Portugal,,Lisbon,6,27,2002,69.2
Europe,Portugal,,Lisbon,6,28,2002,69.1
Europe,Portugal,,Lisbon,6,29,2002,66.9
Europe,Portugal,,Lisbon,6,30,2002,64.3
Europe,Portugal,,Lisbon,7,1,2002,67.8
Europe,Portugal,,Lisbon,7,2,2002,67.9
Europe,Portugal,,Lisbon,7,3,2002,67.1
Europe,Portugal,,Lisbon,7,4,2002,67.7
Europe,Portugal,,Lisbon,7,5,2002,66.8
Europe,Portugal,,Lisbon,7,6,2002,66.9
Europe,Portugal,,Lisbon,7,7,2002,66.6
Europe,Portugal,,Lisbon,7,8,2002,66.4
Europe,Portugal,,Lisbon,7,9,2002,66.7
Europe,Portugal,,Lisbon,7,10,2002,67.1
Europe,Portugal,,Lisbon,7,11,2002,67.6
Europe,Portugal,,Lisbon,7,12,2002,69.2
Europe,Portugal,,Lisbon,7,13,2002,69.9
Europe,Portugal,,Lisbon,7,14,2002,76.9
Europe,Portugal,,Lisbon,7,15,2002,80.2
Europe,Portugal,,Lisbon,7,16,2002,82.1
Europe,Portugal,,Lisbon,7,17,2002,84.9
Europe,Portugal,,Lisbon,7,18,2002,83.5
Europe,Portugal,,Lisbon,7,19,2002,71.8
Europe,Portugal,,Lisbon,7,20,2002,68.4
Europe,Portugal,,Lisbon,7,21,2002,68.1
Europe,Portugal,,Lisbon,7,22,2002,66.6
Europe,Portugal,,Lisbon,7,23,2002,70.2
Europe,Portugal,,Lisbon,7,24,2002,75.6
Europe,Portugal,,Lisbon,7,25,2002,77.0
Europe,Portugal,,Lisbon,7,26,2002,72.7
Europe,Portugal,,Lisbon,7,27,2002,73.0
Europe,Portugal,,Lisbon,7,28,2002,73.5
Europe,Portugal,,Lisbon,7,29,2002,70.6
Europe,Portugal,,Lisbon,7,30,2002,69.7
Europe,Portugal,,Lisbon,7,31,2002,67.9
Europe,Portugal,,Lisbon,8,1,2002,67.1
Europe,Portugal,,Lisbon,8,2,2002,69.7
Europe,Portugal,,Lisbon,8,3,2002,70.0
Europe,Portugal,,Lisbon,8,4,2002,70.6
Europe,Portugal,,Lisbon,8,5,2002,69.3
Europe,Portugal,,Lisbon,8,6,2002,69.4
Europe,Portugal,,Lisbon,8,7,2002,70.8
Europe,Portugal,,Lisbon,8,8,2002,70.6
Europe,Portugal,,Lisbon,8,9,2002,68.3
Europe,Portugal,,Lisbon,8,10,2002,67.1
Europe,Portugal,,Lisbon,8,11,2002,71.3
Europe,Portugal,,Lisbon,8,12,2002,77.4
Europe,Portugal,,Lisbon,8,13,2002,78.6
Europe,Portugal,,Lisbon,8,14,2002,73.9
Europe,Portugal,,Lisbon,8,15,2002,70.0
Europe,Portugal,,Lisbon,8,16,2002,74.2
Europe,Portugal,,Lisbon,8,17,2002,73.0
Europe,Portugal,,Lisbon,8,18,2002,72.8
Europe,Portugal,,Lisbon,8,19,2002,69.2
Europe,Portugal,,Lisbon,8,20,2002,72.1
Europe,Portugal,,Lisbon,8,21,2002,74.8
Europe,Portugal,,Lisbon,8,22,2002,70.2
Europe,Portugal,,Lisbon,8,23,2002,68.4
Europe,Portugal,,Lisbon,8,24,2002,69.6
Europe,Portugal,,Lisbon,8,25,2002,70.0
Europe,Portugal,,Lisbon,8,26,2002,68.4
Europe,Portugal,,Lisbon,8,27,2002,69.8
Europe,Portugal,,Lisbon,8,28,2002,75.9
Europe,Portugal,,Lisbon,8,29,2002,78.7
Europe,Portugal,,Lisbon,8,30,2002,76.9
Europe,Portugal,,Lisbon,8,31,2002,71.0
Europe,Portugal,,Lisbon,9,1,2002,68.5
Europe,Portugal,,Lisbon,9,2,2002,66.0
Europe,Portugal,,Lisbon,9,3,2002,68.1
Europe,Portugal,,Lisbon,9,4,2002,67.5
Europe,Portugal,,Lisbon,9,5,2002,66.1
Europe,Portugal,,Lisbon,9,6,2002,67.0
Europe,Portugal,,Lisbon,9,7,2002,68.4
Europe,Portugal,,Lisbon,9,8,2002,65.6
Europe,Portugal,,Lisbon,9,9,2002,64.8
Europe,Portugal,,Lisbon,9,10,2002,67.5
Europe,Portugal,,Lisbon,9,11,2002,71.5
Europe,Portugal,,Lisbon,9,12,2002,72.1
Europe,Portugal,,Lisbon,9,13,2002,70.9
Europe,Portugal,,Lisbon,9,14,2002,66.6
Europe,Portugal,,Lisbon,9,15,2002,68.0
Europe,Portugal,,Lisbon,9,16,2002,68.1
Europe,Portugal,,Lisbon,9,17,2002,68.7
Europe,Portugal,,Lisbon,9,18,2002,69.5
Europe,Portugal,,Lisbon,9,19,2002,69.1
Europe,Portugal,,Lisbon,9,20,2002,68.8
Europe,Portugal,,Lisbon,9,21,2002,68.8
Europe,Portugal,,Lisbon,9,22,2002,68.0
Europe,Portugal,,Lisbon,9,23,2002,67.5
Europe,Portugal,,Lisbon,9,24,2002,66.7
Europe,Portugal,,Lisbon,9,25,2002,67.0
Europe,Portugal,,Lisbon,9,26,2002,69.3
Europe,Portugal,,Lisbon,9,27,2002,71.0
Europe,Portugal,,Lisbon,9,28,2002,70.3
Europe,Portugal,,Lisbon,9,29,2002,71.9
Europe,Portugal,,Lisbon,9,30,2002,70.0
Europe,Portugal,,Lisbon,10,1,2002,68.9
Europe,Portugal,,Lisbon,10,2,2002,68.7
Europe,Portugal,,Lisbon,10,3,2002,70.6
Europe,Portugal,,Lisbon,10,4,2002,73.8
Europe,Portugal,,Lisbon,10,5,2002,72.7
Europe,Portugal,,Lisbon,10,6,2002,70.5
Europe,Portugal,,Lisbon,10,7,2002,66.7
Europe,Portugal,,Lisbon,10,8,2002,66.7
Europe,Portugal,,Lisbon,10,9,2002,60.8
Europe,Portugal,,Lisbon,10,10,2002,58.5
Europe,Portugal,,Lisbon,10,11,2002,62.7
Europe,Portugal,,Lisbon,10,12,2002,67.6
Europe,Portugal,,Lisbon,10,13,2002,67.3
Europe,Portugal,,Lisbon,10,14,2002,67.9
Europe,Portugal,,Lisbon,10,15,2002,64.5
Europe,Portugal,,Lisbon,10,16,2002,62.9
Europe,Portugal,,Lisbon,10,17,2002,61.4
Europe,Portugal,,Lisbon,10,18,2002,61.1
Europe,Portugal,,Lisbon,10,19,2002,66.7
Europe,Portugal,,Lisbon,10,20,2002,68.7
Europe,Portugal,,Lisbon,10,21,2002,65.2
Europe,Portugal,,Lisbon,10,22,2002,64.0
Europe,Portugal,,Lisbon,10,23,2002,62.8
Europe,Portugal,,Lisbon,10,24,2002,63.9
Europe,Portugal,,Lisbon,10,25,2002,66.6
Europe,Portugal,,Lisbon,10,26,2002,66.2
Europe,Portugal,,Lisbon,10,27,2002,66.7
Europe,Portugal,,Lisbon,10,28,2002,67.8
Europe,Portugal,,Lisbon,10,29,2002,64.0
Europe,Portugal,,Lisbon,10,30,2002,64.0
Europe,Portugal,,Lisbon,10,31,2002,62.2
Europe,Portugal,,Lisbon,11,1,2002,66.0
Europe,Portugal,,Lisbon,11,2,2002,66.9
Europe,Portugal,,Lisbon,11,3,2002,65.9
Europe,Portugal,,Lisbon,11,4,2002,60.9
Europe,Portugal,,Lisbon,11,5,2002,63.7
Europe,Portugal,,Lisbon,11,6,2002,64.4
Europe,Portugal,,Lisbon,11,7,2002,59.6
Europe,Portugal,,Lisbon,11,8,2002,55.2
Europe,Portugal,,Lisbon,11,9,2002,58.1
Europe,Portugal,,Lisbon,11,10,2002,59.5
Europe,Portugal,,Lisbon,11,11,2002,60.4
Europe,Portugal,,Lisbon,11,12,2002,59.4
Europe,Portugal,,Lisbon,11,13,2002,59.8
Europe,Portugal,,Lisbon,11,14,2002,52.2
Europe,Portugal,,Lisbon,11,15,2002,52.9
Europe,Portugal,,Lisbon,11,16,2002,54.5
Europe,Portugal,,Lisbon,11,17,2002,56.2
Europe,Portugal,,Lisbon,11,18,2002,59.2
Europe,Portugal,,Lisbon,11,19,2002,54.9
Europe,Portugal,,Lisbon,11,20,2002,55.5
Europe,Portugal,,Lisbon,11,21,2002,59.4
Europe,Portugal,,Lisbon,11,22,2002,57.4
Europe,Portugal,,Lisbon,11,23,2002,54.8
Europe,Portugal,,Lisbon,11,24,2002,50.8
Europe,Portugal,,Lisbon,11,25,2002,52.7
Europe,Portugal,,Lisbon,11,26,2002,58.0
Europe,Portugal,,Lisbon,11,27,2002,62.9
Europe,Portugal,,Lisbon,11,28,2002,58.6
Europe,Portugal,,Lisbon,11,29,2002,56.9
Europe,Portugal,,Lisbon,11,30,2002,58.2
Europe,Portugal,,Lisbon,12,1,2002,59.5
Europe,Portugal,,Lisbon,12,2,2002,56.7
Europe,Portugal,,Lisbon,12,3,2002,56.4
Europe,Portugal,,Lisbon,12,4,2002,59.5
Europe,Portugal,,Lisbon,12,5,2002,55.1
Europe,Portugal,,Lisbon,12,6,2002,51.1
Europe,Portugal,,Lisbon,12,7,2002,50.7
Europe,Portugal,,Lisbon,12,8,2002,49.2
Europe,Portugal,,Lisbon,12,9,2002,53.7
Europe,Portugal,,Lisbon,12,10,2002,52.7
Europe,Portugal,,Lisbon,12,11,2002,52.5
Europe,Portugal,,Lisbon,12,12,2002,46.7
Europe,Portugal,,Lisbon,12,13,2002,52.2
Europe,Portugal,,Lisbon,12,14,2002,58.0
Europe,Portugal,,Lisbon,12,15,2002,51.4
Europe,Portugal,,Lisbon,12,16,2002,55.8
Europe,Portugal,,Lisbon,12,17,2002,63.9
Europe,Portugal,,Lisbon,12,18,2002,62.5
Europe,Portugal,,Lisbon,12,19,2002,61.1
Europe,Portugal,,Lisbon,12,20,2002,57.0
Europe,Portugal,,Lisbon,12,21,2002,56.8
Europe,Portugal,,Lisbon,12,22,2002,55.1
Europe,Portugal,,Lisbon,12,23,2002,61.0
Europe,Portugal,,Lisbon,12,24,2002,61.9
Europe,Portugal,,Lisbon,12,25,2002,62.1
Europe,Portugal,,Lisbon,12,26,2002,62.5
Europe,Portugal,,Lisbon,12,27,2002,57.5
Europe,Portugal,,Lisbon,12,28,2002,54.8
Europe,Portugal,,Lisbon,12,29,2002,53.0
Europe,Portugal,,Lisbon,12,30,2002,58.5
Europe,Portugal,,Lisbon,12,31,2002,56.3
Europe,Portugal,,Lisbon,1,1,2003,61.0
Europe,Portugal,,Lisbon,1,2,2003,61.7
Europe,Portugal,,Lisbon,1,3,2003,59.1
Europe,Portugal,,Lisbon,1,4,2003,56.4
Europe,Portugal,,Lisbon,1,5,2003,54.6
Europe,Portugal,,Lisbon,1,6,2003,52.3
Europe,Portugal,,Lisbon,1,7,2003,57.0
Europe,Portugal,,Lisbon,1,8,2003,51.6
Europe,Portugal,,Lisbon,1,9,2003,49.7
Europe,Portugal,,Lisbon,1,10,2003,43.5
Europe,Portugal,,Lisbon,1,11,2003,41.6
Europe,Portugal,,Lisbon,1,12,2003,42.6
Europe,Portugal,,Lisbon,1,13,2003,41.2
Europe,Portugal,,Lisbon,1,14,2003,42.9
Europe,Portugal,,Lisbon,1,15,2003,41.4
Europe,Portugal,,Lisbon,1,16,2003,42.1
Europe,Portugal,,Lisbon,1,17,2003,48.3
Europe,Portugal,,Lisbon,1,18,2003,56.1
Europe,Portugal,,Lisbon,1,19,2003,54.5
Europe,Portugal,,Lisbon,1,20,2003,56.4
Europe,Portugal,,Lisbon,1,21,2003,55.5
Europe,Portugal,,Lisbon,1,22,2003,57.3
Europe,Portugal,,Lisbon,1,23,2003,51.8
Europe,Portugal,,Lisbon,1,24,2003,51.2
Europe,Portugal,,Lisbon,1,25,2003,54.5
Europe,Portugal,,Lisbon,1,26,2003,54.8
Europe,Portugal,,Lisbon,1,27,2003,60.8
Europe,Portugal,,Lisbon,1,28,2003,61.9
Europe,Portugal,,Lisbon,1,29,2003,52.7
Europe,Portugal,,Lisbon,1,30,2003,51.8
Europe,Portugal,,Lisbon,1,31,2003,50.3
Europe,Portugal,,Lisbon,2,1,2003,45.4
Europe,Portugal,,Lisbon,2,2,2003,51.7
Europe,Portugal,,Lisbon,2,3,2003,53.8
Europe,Portugal,,Lisbon,2,4,2003,55.2
Europe,Portugal,,Lisbon,2,5,2003,54.7
Europe,Portugal,,Lisbon,2,6,2003,54.3
Europe,Portugal,,Lisbon,2,7,2003,52.7
Europe,Portugal,,Lisbon,2,8,2003,52.6
Europe,Portugal,,Lisbon,2,9,2003,53.2
Europe,Portugal,,Lisbon,2,10,2003,54.1
Europe,Portugal,,Lisbon,2,11,2003,56.1
Europe,Portugal,,Lisbon,2,12,2003,54.6
Europe,Portugal,,Lisbon,2,13,2003,52.9
Europe,Portugal,,Lisbon,2,14,2003,50.6
Europe,Portugal,,Lisbon,2,15,2003,49.7
Europe,Portugal,,Lisbon,2,16,2003,48.3
Europe,Portugal,,Lisbon,2,17,2003,52.0
Europe,Portugal,,Lisbon,2,18,2003,56.6
Europe,Portugal,,Lisbon,2,19,2003,48.8
Europe,Portugal,,Lisbon,2,20,2003,51.4
Europe,Portugal,,Lisbon,2,21,2003,52.3
Europe,Portugal,,Lisbon,2,22,2003,57.6
Europe,Portugal,,Lisbon,2,23,2003,56.3
Europe,Portugal,,Lisbon,2,24,2003,56.0
Europe,Portugal,,Lisbon,2,25,2003,49.1
Europe,Portugal,,Lisbon,2,26,2003,52.8
Europe,Portugal,,Lisbon,2,27,2003,55.8
Europe,Portugal,,Lisbon,2,28,2003,57.3
Europe,Portugal,,Lisbon,3,1,2003,57.0
Europe,Portugal,,Lisbon,3,2,2003,55.4
Europe,Portugal,,Lisbon,3,3,2003,60.1
Europe,Portugal,,Lisbon,3,4,2003,57.8
Europe,Portugal,,Lisbon,3,5,2003,55.6
Europe,Portugal,,Lisbon,3,6,2003,52.9
Europe,Portugal,,Lisbon,3,7,2003,54.0
Europe,Portugal,,Lisbon,3,8,2003,56.7
Europe,Portugal,,Lisbon,3,9,2003,57.3
Europe,Portugal,,Lisbon,3,10,2003,60.8
Europe,Portugal,,Lisbon,3,11,2003,59.9
Europe,Portugal,,Lisbon,3,12,2003,61.4
Europe,Portugal,,Lisbon,3,13,2003,65.1
Europe,Portugal,,Lisbon,3,14,2003,58.2
Europe,Portugal,,Lisbon,3,15,2003,58.1
Europe,Portugal,,Lisbon,3,16,2003,58.4
Europe,Portugal,,Lisbon,3,17,2003,51.6
Europe,Portugal,,Lisbon,3,18,2003,56.1
Europe,Portugal,,Lisbon,3,19,2003,58.0
Europe,Portugal,,Lisbon,3,20,2003,58.0
Europe,Portugal,,Lisbon,3,21,2003,58.2
