Region,Country,State,City,Month,Day,Year,AvgTemperature
Africa,South Africa,,Capetown,3,18,1998,65.9
Africa,South Africa,,Capetown,3,19,1998,66.7
Africa,South Africa,,Capetown,3,20,1998,65.5
Africa,South Africa,,Capetown,3,21,1998,65.4
Africa,South Africa,,Capetown,3,22,1998,66.1
Africa,South Africa,,Capetown,3,23,1998,66.9
Africa,South Africa,,Capetown,3,24,1998,64.9
Africa,South Africa,,Capetown,3,25,1998,67.8
Africa,South Africa,,Capetown,3,26,1998,72.2
Africa,South Africa,,Capetown,3,27,1998,71.5
Africa,South Africa,,Capetown,3,28,1998,69.7
Africa,South Africa,,Capetown,3,29,1998,70.6
Africa,South Africa,,Capetown,3,30,1998,65.9
Africa,South Africa,,Capetown,3,31,1998,64.4
Africa,South Africa,,Capetown,4,1,1998,64.7
Africa,South Africa,,Capetown,4,2,1998,62.6
Africa,South Africa,,Capetown,4,3,1998,62.6
Africa,South Africa,,Capetown,4,4,1998,63.3
Africa,South Africa,,Capetown,4,5,1998,65.2
Africa,South Africa,,Capetown,4,6,1998,62.6
Africa,South Africa,,Capetown,4,7,1998,60.5
Africa,South Africa,,Capetown,4,8,1998,60.2
Africa,South Africa,,Capetown,4,9,1998,58.6
Africa,South Africa,,Capetown,4,10,1998,62.5
Africa,South Africa,,Capetown,4,11,1998,67.2
Africa,South Africa,,Capetown,4,12,1998,65.9
Africa,South Africa,,Capetown,4,13,1998,65.0
Africa,South Africa,,Capetown,4,14,1998,68.2
Africa,South Africa,,Capetown,4,15,1998,67.2
Africa,South Africa,,Capetown,4,16,1998,62.9
Africa,South Africa,,Capetown,4,17,1998,63.3
Africa,South Africa,,Capetown,4,18,1998,65.0
Africa,South Africa,,Capetown,4,19,1998,72.8
Africa,South Africa,,Capetown,4,20,1998,66.4
Africa,South Africa,,Capetown,4,21,1998,61.4
Africa,South Africa,,Capetown,4,22,1998,58.8
Africa,South Africa,,Capetown,4,23,1998,61.7
Africa,South Africa,,Capetown,4,24,1998,64.3
Africa,South Africa,,Capetown,4,25,1998,62.1
Africa,South Africa,,Capetown,4,26,1998,61.3
Africa,South Africa,,Capetown,4,27,1998,59.6
Africa,South Africa,,Capetown,4,28,1998,63.2
Africa,South Africa,,Capetown,4,29,1998,66.5
Africa,South Africa,,Capetown,4,30,1998,62.1
Africa,South Africa,,Capetown,5,1,1998,60.4
Africa,South Africa,,Capetown,5,2,1998,61.3
Africa,South Africa,,Capetown,5,3,1998,58.8
Africa,South Africa,,Capetown,5,4,1998,62.8
Africa,South Africa,,Capetown,5,5,1998,61.6
Africa,South Africa,,Capetown,5,6,1998,62.2
Africa,South Africa,,Capetown,5,7,1998,62.0
Africa,South Africa,,Capetown,5,8,1998,62.0
Africa,South Africa,,Capetown,5,9,1998,60.1
Africa,South Africa,,Capetown,5,10,1998,56.6
Africa,South Africa,,Capetown,5,11,1998,55.4
Africa,South Africa,,Capetown,5,12,1998,54.2
Africa,South Africa,,Capetown,5,13,1998,55.0
Africa,South Africa,,Capetown,5,14,1998,57.8
Africa,South Africa,,Capetown,5,15,1998,55.4
Africa,South Africa,,Capetown,5,16,1998,62.0
Africa,South Africa,,Capetown,5,17,1998,70.9
Africa,South Africa,,Capetown,5,18,1998,60.1
Africa,South Africa,,Capetown,5,19,1998,57.3
Africa,South Africa,,Capetown,5,20,1998,52.7
Africa,South Africa,,Capetown,5,21,1998,55.4
Africa,South Africa,,Capetown,5,22,1998,57.1
Africa,South Africa,,Capetown,5,23,1998,60.1
Africa,South Africa,,Capetown,5,24,1998,59.4
Africa,South Africa,,Capetown,5,25,1998,57.3
Africa,South Africa,,Capetown,5,26,1998,58.8
Africa,South Africa,,Capetown,5,27,1998,57.4
Africa,South Africa,,Capetown,5,28,1998,53.7
Africa,South Africa,,Capetown,5,29,1998,55.6
Africa,South Africa,,Capetown,5,30,1998,55.3
Africa,South Africa,,Capetown,5,31,1998,55.4
Africa,South Africa,,Capetown,6,1,1998,55.3
Africa,South Africa,,Capetown,6,2,1998,54.9
Africa,South Africa,,Capetown,6,3,1998,55.6
Africa,South Africa,,Capetown,6,4,1998,58.1
Africa,South Africa,,Capetown,6,5,1998,57.3
Africa,South Africa,,Capetown,6,6,1998,56.7
Africa,South Africa,,Capetown,6,7,1998,51.7
Africa,South Africa,,Capetown,6,8,1998,50.9
Africa,South Africa,,Capetown,6,9,1998,54.0
Africa,South Africa,,Capetown,6,10,1998,58.2
Africa,South Africa,,Capetown,6,11,1998,53.2
Africa,South Africa,,Capetown,6,12,1998,56.2
Africa,South Africa,,Capetown,6,13,1998,55.3
Africa,South Africa,,Capetown,6,14,1998,55.6
Africa,South Africa,,Capetown,6,15,1998,59.7
Africa,South Africa,,Capetown,6,16,1998,60.1
Africa,South Africa,,Capetown,6,17,1998,58.8
Africa,South Africa,,Capetown,6,18,1998,59.1
Africa,South Africa,,Capetown,6,19,1998,57.5
Africa,South Africa,,Capetown,6,20,1998,53.8
Africa,South Africa,,Capetown,6,21,1998,53.2
Africa,South Africa,,Capetown,6,22,1998,57.2
Africa,South Africa,,Capetown,6,23,1998,54.2
Africa,South Africa,,Capetown,6,24,1998,58.6
Africa,South Africa,,Capetown,6,25,1998,54.0
Africa,South Africa,,Capetown,6,26,1998,54.4
Africa,South Africa,,Capetown,6,27,1998,51.4
Africa,South Africa,,Capetown,6,28,1998,48.5
Africa,South Africa,,Capetown,6,29,1998,56.1
Africa,South Africa,,Capetown,6,30,1998,57.8
Africa,South Africa,,Capetown,7,1,1998,54.9
Africa,South Africa,,Capetown,7,2,1998,51.2
Africa,South Africa,,Capetown,7,3,1998,52.1
Africa,South Africa,,Capetown,7,4,1998,52.2
Africa,South Africa,,Capetown,7,5,1998,53.0
Africa,South Africa,,Capetown,7,6,1998,52.9
Africa,South Africa,,Capetown,7,7,1998,55.7
Africa,South Africa,,Capetown,7,8,1998,55.4
Africa,South Africa,,Capetown,7,9,1998,51.5
Africa,South Africa,,Capetown,7,10,1998,52.0
Africa,South Africa,,Capetown,7,11,1998,50.4
Africa,South Africa,,Capetown,7,12,1998,50.9
Africa,South Africa,,Capetown,7,13,1998,60.1
Africa,South Africa,,Capetown,7,14,1998,57.9
Africa,South Africa,,Capetown,7,15,1998,56.8
Africa,South Africa,,Capetown,7,16,1998,56.6
Africa,South Africa,,Capetown,7,17,1998,55.4
Africa,South Africa,,Capetown,7,18,1998,52.4
Africa,South Africa,,Capetown,7,19,1998,55.1
Africa,South Africa,,Capetown,7,20,1998,52.9
Africa,South Africa,,Capetown,7,21,1998,50.9
Africa,South Africa,,Capetown,7,22,1998,46.6
Africa,South Africa,,Capetown,7,23,1998,49.2
Africa,South Africa,,Capetown,7,24,1998,49.9
Africa,South Africa,,Capetown,7,25,1998,51.9
Africa,South Africa,,Capetown,7,26,1998,54.3
Africa,South Africa,,Capetown,7,27,1998,62.9
Africa,South Africa,,Capetown,7,28,1998,54.8
Africa,South Africa,,Capetown,7,29,1998,51.1
Africa,South Africa,,Capetown,7,30,1998,47.6
Africa,South Africa,,Capetown,7,31,1998,54.7
Africa,South Africa,,Capetown,8,1,1998,65.9
Africa,South Africa,,Capetown,8,2,1998,67.1
Africa,South Africa,,Capetown,8,3,1998,58.6
Africa,South Africa,,Capetown,8,4,1998,52.7
Africa,South Africa,,Capetown,8,5,1998,50.2
Africa,South Africa,,Capetown,8,6,1998,52.5
Africa,South Africa,,Capetown,8,7,1998,52.5
Africa,South Africa,,Capetown,8,8,1998,52.4
Africa,South Africa,,Capetown,8,9,1998,52.1
Africa,South Africa,,Capetown,8,10,1998,59.6
Africa,South Africa,,Capetown,8,11,1998,56.8
Africa,South Africa,,Capetown,8,12,1998,55.8
Africa,South Africa,,Capetown,8,13,1998,53.7
Africa,South Africa,,Capetown,8,14,1998,54.8
Africa,South Africa,,Capetown,8,15,1998,51.5
Africa,South Africa,,Capetown,8,16,1998,54.6
Africa,South Africa,,Capetown,8,17,1998,52.4
Africa,South Africa,,Capetown,8,18,1998,52.9
Africa,South Africa,,Capetown,8,19,1998,54.9
Africa,South Africa,,Capetown,8,20,1998,58.3
Africa,South Africa,,Capetown,8,21,1998,54.1
Africa,South Africa,,Capetown,8,22,1998,50.7
Africa,South Africa,,Capetown,8,23,1998,50.4
Africa,South Africa,,Capetown,8,24,1998,54.9
Africa,South Africa,,Capetown,8,25,1998,52.8
Africa,South Africa,,Capetown,8,26,1998,54.5
Africa,South Africa,,Capetown,8,27,1998,63.5
Africa,South Africa,,Capetown,8,28,1998,58.7
Africa,South Africa,,Capetown,8,29,1998,58.0
Africa,South Africa,,Capetown,8,30,1998,59.1
Africa,South Africa,,Capetown,8,31,1998,56.3
Africa,South Africa,,Capetown,9,1,1998,56.0
Africa,South Africa,,Capetown,9,2,1998,56.4
Africa,South Africa,,Capetown,9,3,1998,57.2
Africa,South Africa,,Capetown,9,4,1998,55.8
Africa,South Africa,,Capetown,9,5,1998,54.1
Africa,South Africa,,Capetown,9,6,1998,53.0
Africa,South Africa,,Capetown,9,7,1998,54.6
Africa,South Africa,,Capetown,9,8,1998,56.3
Africa,South Africa,,Capetown,9,9,1998,54.6
Africa,South Africa,,Capetown,9,10,1998,55.9
Africa,South Africa,,Capetown,9,11,1998,54.4
Africa,South Africa,,Capetown,9,12,1998,54.1
Africa,South Africa,,Capetown,9,13,1998,55.8
Africa,South Africa,,Capetown,9,14,1998,58.5
Africa,South Africa,,Capetown,9,15,1998,60.2
Africa,South Africa,,Capetown,9,16,1998,63.0
Africa,South Africa,,Capetown,9,17,1998,60.3
Africa,South Africa,,Capetown,9,18,1998,62.6
Africa,South Africa,,Capetown,9,19,1998,61.9
Africa,South Africa,,Capetown,9,20,1998,62.0
Africa,South Africa,,Capetown,9,21,1998,59.4
Africa,South Africa,,Capetown,9,22,1998,56.9
Africa,South Africa,,Capetown,9,23,1998,57.6
Africa,South Africa,,Capetown,9,24,1998,53.0
Africa,South Africa,,Capetown,9,25,1998,49.9
Africa,South Africa,,Capetown,9,26,1998,50.8
Africa,South Africa,,Capetown,9,27,1998,51.4
Africa,South Africa,,Capetown,9,28,1998,51.9
Africa,South Africa,,Capetown,9,29,1998,54.9
Africa,South Africa,,Capetown,9,30,1998,55.2
Africa,South Africa,,Capetown,10,1,1998,56.5
Africa,South Africa,,Capetown,10,2,1998,57.5
Africa,South Africa,,Capetown,10,3,1998,58.1
Africa,South Africa,,Capetown,10,4,1998,61.0
Africa,South Africa,,Capetown,10,5,1998,57.8
Africa,South Africa,,Capetown,10,6,1998,56.8
Africa,South Africa,,Capetown,10,7,1998,57.1
Africa,South Africa,,Capetown,10,8,1998,60.2
Africa,South Africa,,Capetown,10,9,1998,62.7
Africa,South Africa,,Capetown,10,10,1998,61.5
Africa,South Africa,,Capetown,10,11,1998,60.2
Africa,South Africa,,Capetown,10,12,1998,55.9
Africa,South Africa,,Capetown,10,13,1998,56.3
Africa,South Africa,,Capetown,10,14,1998,56.8
Africa,South Africa,,Capetown,10,15,1998,56.7
Africa,South Africa,,Capetown,10,16,1998,61.0
Africa,South Africa,,Capetown,10,17,1998,67.4
Africa,South Africa,,Capetown,10,18,1998,66.5
Africa,South Africa,,Capetown,10,19,1998,63.7
Africa,South Africa,,Capetown,10,20,1998,59.2
Africa,South Africa,,Capetown,10,21,1998,61.9
Africa,South Africa,,Capetown,10,22,1998,61.4
Africa,South Africa,,Capetown,10,23,1998,70.7
Africa,South Africa,,Capetown,10,24,1998,60.8
Africa,South Africa,,Capetown,10,25,1998,61.5
Africa,South Africa,,Capetown,10,26,1998,66.5
Africa,South Africa,,Capetown,10,27,1998,61.6
Africa,South Africa,,Capetown,10,28,1998,61.2
Africa,South Africa,,Capetown,10,29,1998,62.7
Africa,South Africa,,Capetown,10,30,1998,60.7
Africa,South Africa,,Capetown,10,31,1998,60.9
Africa,South Africa,,Capetown,11,1,1998,62.2
Africa,South Africa,,Capetown,11,2,1998,60.8
Africa,South Africa,,Capetown,11,3,1998,57.6
Africa,South Africa,,Capetown,11,4,1998,57.6
Africa,South Africa,,Capetown,11,5,1998,54.7
Africa,South Africa,,Capetown,11,6,1998,51.6
Africa,South Africa,,Capetown,11,7,1998,58.0
Africa,South Africa,,Capetown,11,8,1998,66.7
Africa,South Africa,,Capetown,11,9,1998,71.7
Africa,South Africa,,Capetown,11,10,1998,64.8
Africa,South Africa,,Capetown,11,11,1998,66.0
Africa,South Africa,,Capetown,11,12,1998,66.5
Africa,South Africa,,Capetown,11,13,1998,64.8
Africa,South Africa,,Capetown,11,14,1998,64.8
Africa,South Africa,,Capetown,11,15,1998,62.7
Africa,South Africa,,Capetown,11,16,1998,61.0
Africa,South Africa,,Capetown,11,17,1998,61.2
Africa,South Africa,,Capetown,11,18,1998,66.5
Africa,South Africa,,Capetown,11,19,1998,66.9
Africa,South Africa,,Capetown,11,20,1998,66.8
Africa,South Africa,,Capetown,11,21,1998,66.0
Africa,South Africa,,Capetown,11,22,1998,68.1
Africa,South Africa,,Capetown,11,23,1998,68.0
Africa,South Africa,,Capetown,11,24,1998,62.5
Africa,South Africa,,Capetown,11,25,1998,64.4
Africa,South Africa,,Capetown,11,26,1998,64.6
Africa,South Africa,,Capetown,11,27,1998,67.6
Africa,South Africa,,Capetown,11,28,1998,69.0
Africa,South Africa,,Capetown,11,29,1998,67.1
Africa,South Africa,,Capetown,11,30,1998,67.2
Africa,South Africa,,Capetown,12,1,1998,70.3
Africa,South Africa,,Capetown,12,2,1998,72.9
Africa,South Africa,,Capetown,12,3,1998,73.3
Africa,South Africa,,Capetown,12,4,1998,76.3
Africa,South Africa,,Capetown,12,5,1998,72.9
Africa,South Africa,,Capetown,12,6,1998,64.9
Africa,South Africa,,Capetown,12,7,1998,61.3
Africa,South Africa,,Capetown,12,8,1998,64.5
Africa,South Africa,,Capetown,12,9,1998,66.7
Africa,South Africa,,Capetown,12,10,1998,70.8
Africa,South Africa,,Capetown,12,11,1998,68.7
Africa,South Africa,,Capetown,12,12,1998,72.1
Africa,South Africa,,Capetown,12,13,1998,73.2
Africa,South Africa,,Capetown,12,14,1998,67.0
Africa,South Africa,,Capetown,12,15,1998,67.8
Africa,South Africa,,Capetown,12,16,1998,66.3
Africa,South Africa,,Capetown,12,17,1998,69.7
Africa,South Africa,,Capetown,12,18,1998,72.9
Africa,South Africa,,Capetown,12,19,1998,66.2
Africa,South Africa,,Capetown,12,20,1998,64.1
Africa,South Africa,,Capetown,12,21,1998,63.2
Africa,South Africa,,Capetown,12,22,1998,63.4
Africa,South Africa,,Capetown,12,23,1998,70.7
Africa,South Africa,,Capetown,12,26,1998,66.2
Africa,South Africa,,Capetown,12,27,1998,68.0
Africa,South Africa,,Capetown,12,28,1998,68.0
Africa,South Africa,,Capetown,12,29,1998,74.7
Africa,South Africa,,Capetown,1,1,1999,64.6
Africa,South Africa,,Capetown,1,2,1999,66.4
Africa,South Africa,,Capetown,1,3,1999,68.8
Africa,South Africa,,Capetown,1,4,1999,70.0
Africa,South Africa,,Capetown,1,5,1999,69.5
Africa,South Africa,,Capetown,1,6,1999,69.1
Africa,South Africa,,Capetown,1,7,1999,72.9
Africa,South Africa,,Capetown,1,8,1999,70.1
Africa,South Africa,,Capetown,1,9,1999,69.7
Africa,South Africa,,Capetown,1,11,1999,61.9
Africa,South Africa,,Capetown,1,12,1999,65.8
Africa,South Africa,,Capetown,1,13,1999,69.1
Africa,South Africa,,Capetown,1,14,1999,65.7
Africa,South Africa,,Capetown,1,15,1999,69.1
Africa,South Africa,,Capetown,1,16,1999,69.3
Africa,South Africa,,Capetown,1,17,1999,69.3
Africa,South Africa,,Capetown,1,18,1999,70.4
Africa,South Africa,,Capetown,1,19,1999,72.2
Africa,South Africa,,Capetown,1,20,1999,71.8
Africa,South Africa,,Capetown,1,21,1999,75.5
Africa,South Africa,,Capetown,1,22,1999,76.2
Africa,South Africa,,Capetown,1,23,1999,70.7
Africa,South Africa,,Capetown,1,24,1999,71.3
Africa,South Africa,,Capetown,1,25,1999,72.8
Africa,South Africa,,Capetown,1,26,1999,74.4
Africa,South Africa,,Capetown,1,27,1999,75.1
Africa,South Africa,,Capetown,1,28,1999,68.2
Africa,South Africa,,Capetown,1,29,1999,72.6
Africa,South Africa,,Capetown,1,30,1999,72.6
Africa,South Africa,,Capetown,1,31,1999,72.2
Africa,South Africa,,Capetown,2,1,1999,70.7
Africa,South Africa,,Capetown,2,2,1999,67.8
Africa,South Africa,,Capetown,2,3,1999,67.3
Africa,South Africa,,Capetown,2,4,1999,70.8
Africa,South Africa,,Capetown,2,5,1999,68.9
Africa,South Africa,,Capetown,2,6,1999,65.9
Africa,South Africa,,Capetown,2,7,1999,66.8
Africa,South Africa,,Capetown,2,8,1999,67.9
Africa,South Africa,,Capetown,2,9,1999,73.4
Africa,South Africa,,Capetown,2,10,1999,69.8
Africa,South Africa,,Capetown,2,11,1999,69.0
Africa,South Africa,,Capetown,2,12,1999,68.6
Africa,South Africa,,Capetown,2,13,1999,75.3
Africa,South Africa,,Capetown,2,14,1999,72.3
Africa,South Africa,,Capetown,2,15,1999,70.0
Africa,South Africa,,Capetown,2,16,1999,76.3
Africa,South Africa,,Capetown,2,17,1999,74.3
Africa,South Africa,,Capetown,2,18,1999,72.6
Africa,South Africa,,Capetown,2,19,1999,70.9
Africa,South Africa,,Capetown,2,20,1999,74.6
Africa,South Africa,,Capetown,2,21,1999,66.0
Africa,South Africa,,Capetown,2,22,1999,70.5
Africa,South Africa,,Capetown,2,23,1999,66.8
Africa,South Africa,,Capetown,2,24,1999,69.9
Africa,South Africa,,Capetown,2,25,1999,70.6
Africa,South Africa,,Capetown,2,26,1999,65.3
Africa,South Africa,,Capetown,2,27,1999,67.9
Africa,South Africa,,Capetown,2,28,1999,66.7
Africa,South Africa,,Capetown,3,1,1999,67.3
Africa,South Africa,,Capetown,3,2,1999,67.1
Africa,South Africa,,Capetown,3,3,1999,70.4
Africa,South Africa,,Capetown,3,4,1999,67.5
Africa,South Africa,,Capetown,3,5,1999,68.9
Africa,South Africa,,Capetown,3,6,1999,69.5
Africa,South Africa,,Capetown,3,7,1999,70.4
Africa,South Africa,,Capetown,3,8,1999,67.6
Africa,South Africa,,Capetown,3,9,1999,74.7
Africa,South Africa,,Capetown,3,10,1999,78.8
Africa,South Africa,,Capetown,3,11,1999,68.6
Africa,South Africa,,Capetown,3,12,1999,65.1
Africa,South Africa,,Capetown,3,13,1999,70.7
Africa,South Africa,,Capetown,3,14,1999,70.7
Africa,South Africa,,Capetown,3,15,1999,72.4
Africa,South Africa,,Capetown,3,16,1999,69.0
Africa,South Africa,,Capetown,3,17,1999,69.0
Africa,South Africa,,Capetown,3,18,1999,70.4
Africa,South Africa,,Capetown,3,19,1999,67.2
Africa,South Africa,,Capetown,3,20,1999,63.8
Africa,South Africa,,Capetown,3,21,1999,64.0
Africa,South Africa,,Capetown,3,22,1999,63.7
Africa,South Africa,,Capetown,3,23,1999,65.2
Africa,South Africa,,Capetown,3,24,1999,67.4
Africa,South Africa,,Capetown,3,25,1999,67.6
Africa,South Africa,,Capetown,3,26,1999,64.0
Africa,South Africa,,Capetown,3,27,1999,68.0
Africa,South Africa,,Capetown,3,28,1999,72.1
Africa,South Africa,,Capetown,3,29,1999,69.7
Africa,South Africa,,Capetown,3,30,1999,75.1
Africa,South Africa,,Capetown,3,31,1999,75.6
Africa,South Africa,,Capetown,4,1,1999,68.7
Africa,South Africa,,Capetown,4,2,1999,66.8
Africa,South Africa,,Capetown,4,3,1999,69.6
Africa,South Africa,,Capetown,4,4,1999,64.0
Africa,South Africa,,Capetown,4,5,1999,63.9
Africa,South Africa,,Capetown,4,6,1999,66.1
Africa,South Africa,,Capetown,4,7,1999,65.8
Africa,South Africa,,Capetown,4,8,1999,66.9
Africa,South Africa,,Capetown,4,9,1999,67.8
Africa,South Africa,,Capetown,4,10,1999,68.8
Africa,South Africa,,Capetown,4,11,1999,68.5
Africa,South Africa,,Capetown,4,12,1999,71.6
Africa,South Africa,,Capetown,4,13,1999,66.8
Africa,South Africa,,Capetown,4,14,1999,62.7
Africa,South Africa,,Capetown,4,15,1999,58.2
Africa,South Africa,,Capetown,4,16,1999,58.4
Africa,South Africa,,Capetown,4,17,1999,56.5
Africa,South Africa,,Capetown,4,18,1999,56.5
Africa,South Africa,,Capetown,4,19,1999,59.7
Africa,South Africa,,Capetown,4,20,1999,61.0
Africa,South Africa,,Capetown,4,21,1999,58.7
Africa,South Africa,,Capetown,4,22,1999,57.1
Africa,South Africa,,Capetown,4,23,1999,58.4
Africa,South Africa,,Capetown,4,24,1999,57.0
Africa,South Africa,,Capetown,4,25,1999,61.3
Africa,South Africa,,Capetown,4,26,1999,62.3
Africa,South Africa,,Capetown,4,27,1999,63.8
Africa,South Africa,,Capetown,4,28,1999,66.7
Africa,South Africa,,Capetown,4,29,1999,65.2
Africa,South Africa,,Capetown,4,30,1999,61.6
Africa,South Africa,,Capetown,5,1,1999,61.7
Africa,South Africa,,Capetown,5,2,1999,59.6
Africa,South Africa,,Capetown,5,3,1999,58.8
Africa,South Africa,,Capetown,5,4,1999,58.4
Africa,South Africa,,Capetown,5,5,1999,55.9
Africa,South Africa,,Capetown,5,6,1999,57.3
Africa,South Africa,,Capetown,5,7,1999,59.6
Africa,South Africa,,Capetown,5,8,1999,60.9
Africa,South Africa,,Capetown,5,9,1999,61.3
Africa,South Africa,,Capetown,5,10,1999,60.6
Africa,South Africa,,Capetown,5,11,1999,60.7
Africa,South Africa,,Capetown,5,12,1999,64.0
Africa,South Africa,,Capetown,5,13,1999,61.3
Africa,South Africa,,Capetown,5,14,1999,59.7
Africa,South Africa,,Capetown,5,15,1999,64.7
Africa,South Africa,,Capetown,5,16,1999,64.5
Africa,South Africa,,Capetown,5,17,1999,66.9
Africa,South Africa,,Capetown,5,18,1999,66.3
Africa,South Africa,,Capetown,5,19,1999,61.6
Africa,South Africa,,Capetown,5,20,1999,61.6
Africa,South Africa,,Capetown,5,21,1999,59.7
Africa,South Africa,,Capetown,5,22,1999,58.0
Africa,South Africa,,Capetown,5,23,1999,57.6
Africa,South Africa,,Capetown,5,24,1999,58.1
Africa,South Africa,,Capetown,5,25,1999,58.8
Africa,South Africa,,Capetown,5,26,1999,59.5
Africa,South Africa,,Capetown,5,27,1999,58.9
Africa,South Africa,,Capetown,5,28,1999,56.5
Africa,South Africa,,Capetown,5,29,1999,56.3
Africa,South Africa,,Capetown,5,30,1999,55.1
Africa,South Africa,,Capetown,5,31,1999,53.0
Africa,South Africa,,Capetown,6,1,1999,56.9
Africa,South Africa,,Capetown,6,2,1999,64.6
Africa,South Africa,,Capetown,6,3,1999,66.5
Africa,South Africa,,Capetown,6,4,1999,55.3
Africa,South Africa,,Capetown,6,5,1999,53.4
Africa,South Africa,,Capetown,6,6,1999,54.1
Africa,South Africa,,Capetown,6,7,1999,51.3
Africa,South Africa,,Capetown,6,8,1999,56.1
Africa,South Africa,,Capetown,6,9,1999,60.8
Africa,South Africa,,Capetown,6,10,1999,59.0
Africa,South Africa,,Capetown,6,11,1999,55.6
Africa,South Africa,,Capetown,6,12,1999,58.7
Africa,South Africa,,Capetown,6,13,1999,61.6
Africa,South Africa,,Capetown,6,14,1999,58.2
Africa,South Africa,,Capetown,6,15,1999,56.4
Africa,South Africa,,Capetown,6,16,1999,56.4
Africa,South Africa,,Capetown,6,17,1999,54.0
Africa,South Africa,,Capetown,6,18,1999,56.7
Africa,South Africa,,Capetown,6,19,1999,53.3
Africa,South Africa,,Capetown,6,20,1999,53.9
Africa,South Africa,,Capetown,6,21,1999,57.1
Africa,South Africa,,Capetown,6,22,1999,54.4
Africa,South Africa,,Capetown,6,23,1999,55.3
Africa,South Africa,,Capetown,6,24,1999,54.8
Africa,South Africa,,Capetown,6,25,1999,53.6
Africa,South Africa,,Capetown,6,26,1999,51.4
Africa,South Africa,,Capetown,6,27,1999,58.9
Africa,South Africa,,Capetown,6,28,1999,65.6
Africa,South Africa,,Capetown,6,29,1999,58.4
Africa,South Africa,,Capetown,6,30,1999,55.0
Africa,South Africa,,Capetown,7,1,1999,55.3
Africa,South Africa,,Capetown,7,2,1999,56.2
Africa,South Africa,,Capetown,7,3,1999,55.1
Africa,South Africa,,Capetown,7,4,1999,56.2
Africa,South Africa,,Capetown,7,5,1999,59.6
Africa,South Africa,,Capetown,7,6,1999,59.0
Africa,South Africa,,Capetown,7,7,1999,54.8
Africa,South Africa,,Capetown,7,8,1999,53.9
Africa,South Africa,,Capetown,7,9,1999,56.0
Africa,South Africa,,Capetown,7,10,1999,54.0
Africa,South Africa,,Capetown,7,11,1999,50.2
Africa,South Africa,,Capetown,7,12,1999,59.2
Africa,South Africa,,Capetown,7,13,1999,54.8
Africa,South Africa,,Capetown,7,14,1999,53.4
Africa,South Africa,,Capetown,7,15,1999,55.8
Africa,South Africa,,Capetown,7,16,1999,56.8
Africa,South Africa,,Capetown,7,17,1999,53.4
Africa,South Africa,,Capetown,7,18,1999,52.6
Africa,South Africa,,Capetown,7,19,1999,48.8
Africa,South Africa,,Capetown,7,20,1999,56.4
Africa,South Africa,,Capetown,7,21,1999,53.8
Africa,South Africa,,Capetown,7,22,1999,54.0
Africa,South Africa,,Capetown,7,23,1999,52.2
Africa,South Africa,,Capetown,7,24,1999,47.2
Africa,South Africa,,Capetown,7,25,1999,55.7
Africa,South Africa,,Capetown,7,26,1999,55.7
Africa,South Africa,,Capetown,7,27,1999,57.0
Africa,South Africa,,Capetown,7,28,1999,53.7
Africa,South Africa,,Capetown,7,29,1999,55.1
Africa,South Africa,,Capetown,7,30,1999,56.6
Africa,South Africa,,Capetown,7,31,1999,57.1
Africa,South Africa,,Capetown,8,1,1999,56.7
Africa,South Africa,,Capetown,8,2,1999,50.8
Africa,South Africa,,Capetown,8,3,1999,54.6
Africa,South Africa,,Capetown,8,4,1999,54.6
Africa,South Africa,,Capetown,8,5,1999,54.3
Africa,South Africa,,Capetown,8,6,1999,57.3
Africa,South Africa,,Capetown,8,7,1999,55.1
Africa,South Africa,,Capetown,8,8,1999,53.5
Africa,South Africa,,Capetown,8,9,1999,54.3
Africa,South Africa,,Capetown,8,10,1999,57.2
Africa,South Africa,,Capetown,8,11,1999,55.4
Africa,South Africa,,Capetown,8,12,1999,55.2
Africa,South Africa,,Capetown,8,13,1999,57.8
Africa,South Africa,,Capetown,8,14,1999,59.2
Africa,South Africa,,Capetown,8,15,1999,59.2
Africa,South Africa,,Capetown,8,16,1999,60.4
Africa,South Africa,,Capetown,8,17,1999,61.1
Africa,South Africa,,Capetown,8,18,1999,67.5
Africa,South Africa,,Capetown,8,19,1999,62.4
Africa,South Africa,,Capetown,8,20,1999,56.3
Africa,South Africa,,Capetown,8,21,1999,57.7
Africa,South Africa,,Capetown,8,22,1999,51.5
Africa,South Africa,,Capetown,8,23,1999,49.4
Africa,South Africa,,Capetown,8,24,1999,53.4
Africa,South Africa,,Capetown,8,25,1999,56.3
Africa,South Africa,,Capetown,8,26,1999,61.0
Africa,South Africa,,Capetown,8,27,1999,63.4
Africa,South Africa,,Capetown,8,28,1999,57.8
Africa,South Africa,,Capetown,8,29,1999,60.6
Africa,South Africa,,Capetown,8,30,1999,56.2
Africa,South Africa,,Capetown,8,31,1999,54.0
Africa,South Africa,,Capetown,9,1,1999,56.8
Africa,South Africa,,Capetown,9,2,1999,58.3
Africa,South Africa,,Capetown,9,3,1999,58.4
Africa,South Africa,,Capetown,9,4,1999,59.2
Africa,South Africa,,Capetown,9,5,1999,57.7
Africa,South Africa,,Capetown,9,6,1999,58.8
Africa,South Africa,,Capetown,9,7,1999,56.9
Africa,South Africa,,Capetown,9,8,1999,54.1
Africa,South Africa,,Capetown,9,9,1999,48.7
Africa,South Africa,,Capetown,9,10,1999,48.9
